Type	Gene	RelativeLength
NonRT	YGR003W	0.0178571428571429
NonRT	YBL095W	0
NonRT	YGL060W	0
NonRT	YLL007C	0.142857142857143
NonRT	YEL015W	0.00719424460431655
NonRT	YOR083W	0.0318471337579618
NonRT	YDR329C	0
NonRT	YDL202W	0.0204081632653061
NonRT	YHR209W	0
NonRT	YER075C	0
NonRT	YDL203C	0
NonRT	YBR050C	0.0181818181818182
NonRT	YMR197C	0
NonRT	YER054C	0
NonRT	YDR305C	0
NonRT	YNL201C	0.0181818181818182
NonRT	YCR061W	0
NonRT	YDL116W	0.0140845070422535
NonRT	YHR051W	0
NonRT	YPL171C	0
NonRT	YPR124W	0
NonRT	YJL023C	0
NonRT	YGL167C	0.00420168067226891
NonRT	YDL165W	0.0169491525423729
NonRT	YIL143C	0.0285714285714286
NonRT	YGR240C	0
NonRT	YDR167W	0.0149253731343284
NonRT	YBR063C	0
NonRT	YER052C	0
NonRT	YPL118W	0.2
NonRT	YPR187W	0
NonRT	YGR178C	0
NonRT	YPR086W	0
NonRT	YJL065C	0.024390243902439
NonRT	YBR122C	0.0050761421319797
NonRT	YBR271W	0.0212765957446809
NonRT	YBR279W	0
NonRT	YER130C	0
NonRT	YBR155W	0
NonRT	YDR363W	0.00819672131147541
NonRT	YLR443W	0.0337837837837838
NonRT	YPL147W	0.0169491525423729
NonRT	YGR266W	0
NonRT	YAL034C	0
NonRT	YBR067C	0.0285714285714286
NonRT	YCR095C	0.00591715976331361
NonRT	YPR084W	0.0204081632653061
NonRT	YMR113W	0
NonRT	YBR184W	0.0491803278688525
NonRT	YGR035C	0
NonRT	YDL222C	0.00763358778625954
NonRT	YEL065W	0.012987012987013
NonRT	YNL335W	0.0285714285714286
NonRT	YMR296C	0.0769230769230769
NonRT	YDR232W	0
NonRT	YDR313C	0
NonRT	YFR018C	0
NonRT	YKL007W	0.037037037037037
NonRT	YIL048W	0.00448430493273543
NonRT	YDL213C	0
NonRT	YDR443C	0.00840336134453781
NonRT	YOR324C	0.00740740740740741
NonRT	YKL100C	0.00662251655629139
NonRT	YNL134C	0
NonRT	YIL146C	0.00440528634361234
NonRT	YNL218W	0.00552486187845304
NonRT	YDL167C	0.0277777777777778
NonRT	YOR228C	0.027027027027027
NonRT	YBR270C	0.111111111111111
NonRT	YPL214C	0
NonRT	YGR222W	0
NonRT	YEL063C	0.25
NonRT	YGR121C	0
NonRT	YBR222C	0.0072992700729927
NonRT	YDL003W	0
NonRT	YOR323C	0.032258064516129
NonRT	YMR183C	0
NonRT	YOR274W	0
NonRT	YER146W	0
NonRT	YML075C	0
NonRT	YPL063W	0.0050251256281407
NonRT	YDR457W	0.032258064516129
NonRT	YDR181C	0
NonRT	YGL097W	0.04
NonRT	YJL083W	0.025
NonRT	YPL140C	0.0212765957446809
NonRT	YOR026W	0.0126582278481013
NonRT	YNR016C	0
NonRT	YER123W	0
NonRT	YGR055W	0.04
NonRT	YKR054C	0
NonRT	YMR315W	0
NonRT	YAL024C	0.116279069767442
NonRT	YKL187C	0.0909090909090909
NonRT	YDR383C	0
NonRT	YKL055C	0
NonRT	YHR160C	0
NonRT	YGR047C	0
NonRT	YER151C	0.0149253731343284
NonRT	YBR208C	0.0126582278481013
NonRT	YPR019W	0.032258064516129
NonRT	YPL228W	0.125
NonRT	YPR190C	0
NonRT	YGR041W	0.0116279069767442
NonRT	YDR353W	0
NonRT	YHR097C	0.00380228136882129
NonRT	YPL014W	0
NonRT	YGR007W	0.0454545454545455
NonRT	YML116W	0.0169491525423729
NonRT	YOL137W	0.0360824742268041
NonRT	YER061C	0
NonRT	YKL214C	0
NonRT	YPL119C	0
NonRT	YDL125C	0.0181818181818182
NonRT	YHR186C	0.0153846153846154
NonRT	YKL011C	0.0714285714285714
NonRT	YLL019C	0.0366492146596859
NonRT	YNL257C	0
NonRT	YBR291C	0.0131578947368421
NonRT	YBL059W	0.0307692307692308
NonRT	YDR262W	0.0201729106628242
NonRT	YDR072C	0.0212765957446809
NonRT	YGR220C	0
NonRT	YMR161W	0.010989010989011
NonRT	YER011W	0.0714285714285714
NonRT	YGL162W	0.109170305676856
NonRT	YBR234C	0.0344827586206897
NonRT	YNL243W	0
NonRT	YNL047C	0
NonRT	YKL038W	0.02
NonRT	YFL053W	0.0256410256410256
NonRT	YKR060W	0
NonRT	YLR411W	0.0909090909090909
NonRT	YPR200C	0
NonRT	YBR045C	0.0136986301369863
NonRT	YFL009W	0
NonRT	YGL219C	0
NonRT	YMR039C	0
NonRT	YKL195W	0.227272727272727
NonRT	YPR127W	0
NonRT	YPL188W	0.2
NonRT	YML015C	0.0105263157894737
NonRT	YJR126C	0.027027027027027
NonRT	YPR026W	0
NonRT	YHR073W	0
NonRT	YDL227C	0.0294117647058824
NonRT	YMR008C	0.0714285714285714
NonRT	YOR197W	0.0050761421319797
NonRT	YNL081C	0.0588235294117647
NonRT	YDR532C	0.0113636363636364
NonRT	YKL170W	0
NonRT	YGL047W	0
NonRT	YLR006C	0
NonRT	YHR079C	0.0434782608695652
NonRT	YPR171W	0
NonRT	YLR178C	0.0684931506849315
NonRT	YHL029C	0.0414201183431953
NonRT	YML063W	0
NonRT	YJL090C	0.00404858299595142
NonRT	YBR008C	0
NonRT	YOR184W	0.0149253731343284
NonRT	YDR372C	0
NonRT	YMR203W	0
NonRT	YIR008C	0
NonRT	YBL024W	0
NonRT	YDR317W	0.0769230769230769
NonRT	YJL038C	0.0526315789473684
NonRT	YHR028C	0
NonRT	YOR340C	0.00840336134453781
NonRT	YCL044C	0
NonRT	YFR022W	0
NonRT	YIR010W	0.0117647058823529
NonRT	YBL008W	0
NonRT	YMR178W	0.00380228136882129
NonRT	YHR017W	0
NonRT	YKR101W	0.04
NonRT	YMR095C	0.0120481927710843
NonRT	YOR076C	0
NonRT	YGL015C	0.00645161290322581
NonRT	YNL219C	0.051948051948052
NonRT	YLR210W	0.0547945205479452
NonRT	YIL034C	0.0163934426229508
NonRT	YLR148W	0
NonRT	YOR342C	0
NonRT	YOL070C	0.0465116279069767
NonRT	YIL043C	0
NonRT	YDL160C	0.0232558139534884
NonRT	YGR231C	0
NonRT	YGR034W	0
NonRT	YNL021W	0
NonRT	YMR266W	0.0117647058823529
NonRT	YPL107W	0.00408163265306122
NonRT	YDL048C	0.0930232558139535
NonRT	YML092C	0.00558659217877095
NonRT	YPR097W	0
NonRT	YNL056W	0
NonRT	YDL025C	0.2
NonRT	YAL020C	0
NonRT	YFL017C	0.0105263157894737
NonRT	YGL197W	0.0140845070422535
NonRT	YLL011W	0
NonRT	YOL159C	0
NonRT	YLR189C	0.0136986301369863
NonRT	YDR113C	0
NonRT	YNR074C	0.04
NonRT	YML032C	0.00355871886120996
NonRT	YFL028C	0.0303030303030303
NonRT	YBR256C	0.0588235294117647
NonRT	YOR081C	0.032258064516129
NonRT	YLR442C	0.0335570469798658
NonRT	YPL024W	0.00970873786407767
NonRT	YMR257C	0.00970873786407767
NonRT	YDL219W	0.142857142857143
NonRT	YKL122C	0
NonRT	YGL240W	0.2
NonRT	YEL001C	0.0384615384615385
NonRT	YPR168W	0
NonRT	YHR109W	0
NonRT	YJL060W	0.0263157894736842
NonRT	YGR104C	0.0206896551724138
NonRT	YLR240W	0.032258064516129
NonRT	YER174C	0
NonRT	YDR402C	0
NonRT	YMR146C	0
NonRT	YGR241C	0
NonRT	YGL062W	0
NonRT	YPR057W	0
NonRT	YDR156W	0
NonRT	YJR113C	0
NonRT	YPR131C	0.0140845070422535
NonRT	YLR029C	0
NonRT	YMR155W	0
NonRT	YNL180C	0
NonRT	YIL140W	0.0188679245283019
NonRT	YDR272W	0.0232558139534884
NonRT	YOR238W	0
NonRT	YLR139C	0
NonRT	YKL142W	0.05
NonRT	YNR031C	0
NonRT	YHR084W	0.0420168067226891
NonRT	YMR233W	0
NonRT	YMR244W	0.0434782608695652
NonRT	YLL010C	0
NonRT	YNL188W	0
NonRT	YOR365C	0.0181818181818182
NonRT	YIL005W	0
NonRT	YNR030W	0
NonRT	YBR265W	0.0136986301369863
NonRT	YGL131C	0
NonRT	YHR033W	0.0909090909090909
NonRT	YNR040W	0
NonRT	YOR337W	0.0105263157894737
NonRT	YNL181W	0
NonRT	YGR243W	0
NonRT	YDR164C	0.0119760479041916
NonRT	YDR464W	0
NonRT	YGR210C	0
NonRT	YOR168W	0
NonRT	YLR012C	0
NonRT	YLR054C	0
NonRT	YNL002C	0.0181818181818182
NonRT	YHR193C	0
NonRT	YNL294C	0.00465116279069767
NonRT	YOR005C	0
NonRT	YPR147C	0.0131578947368421
NonRT	YOR242C	0.027027027027027
NonRT	YLR077W	0.0344827586206897
NonRT	YCR081W	0
NonRT	YJR127C	0.0454545454545455
NonRT	YJL176C	0
NonRT	YLR453C	0.0285714285714286
NonRT	YHR128W	0.0188679245283019
NonRT	YDR225W	0
NonRT	YOR297C	0.0285714285714286
NonRT	YPR020W	0
NonRT	YJR003C	0.0769230769230769
NonRT	YHR136C	0
NonRT	YJL056C	0
NonRT	YPR114W	0.00826446280991736
NonRT	YPL189W	0
NonRT	YPL247C	0.0240963855421687
NonRT	YJL122W	0.0188679245283019
NonRT	YBL058W	0
NonRT	YKL107W	0
NonRT	YLL039C	0.0121951219512195
NonRT	YCL017C	0.0256410256410256
NonRT	YER085C	0.004149377593361
NonRT	YCR065W	0.0555555555555556
NonRT	YOR388C	0
NonRT	YLR002C	0
NonRT	YFL045C	0
NonRT	YPR091C	0.00763358778625954
NonRT	YOL083W	0.0212765957446809
NonRT	YNL020C	0.0169491525423729
NonRT	YGL125W	0
NonRT	YKR038C	0.0204081632653061
NonRT	YDL215C	0
NonRT	YLR354C	0.0188679245283019
NonRT	YFR008W	0
NonRT	YDR284C	0
NonRT	YFL013C	0.024390243902439
NonRT	YKL051W	0
NonRT	YPR174C	0.0165289256198347
NonRT	YMR091C	0.00806451612903226
NonRT	YKL194C	0
NonRT	YBR065C	0.0112359550561798
NonRT	YLR308W	0
NonRT	YMR029C	0
NonRT	YNL068C	0
NonRT	YGL157W	0
NonRT	YGL178W	0.031055900621118
NonRT	YMR148W	0.0909090909090909
NonRT	YLR249W	0
NonRT	YGR019W	0.0075187969924812
NonRT	YJL049W	0
NonRT	YBR263W	0
NonRT	YBL097W	0.0173913043478261
NonRT	YOR249C	0
NonRT	YLR018C	0.0869565217391304
NonRT	YMR076C	0.027027027027027
NonRT	YOR251C	0
NonRT	YOR186W	0.027972027972028
NonRT	YDR083W	0.0113636363636364
NonRT	YOR267C	0
NonRT	YLR109W	0
NonRT	YOR032C	0.0649350649350649
NonRT	YOR091W	0
NonRT	YKR059W	0.0357142857142857
NonRT	YBR205W	0
NonRT	YLR292C	0
NonRT	YLR216C	0
NonRT	YDR046C	0
NonRT	YJL092W	0
NonRT	YML018C	0.333333333333333
NonRT	YDR096W	0.00819672131147541
NonRT	YOR369C	0
NonRT	YOR138C	0
NonRT	YJR145C	0.0588235294117647
NonRT	YJR138W	0
NonRT	YHR059W	0
NonRT	YNL156C	0
NonRT	YNL106C	0.00917431192660551
NonRT	YNL286W	0.0112359550561798
NonRT	YNL093W	0
NonRT	YIL040W	0
NonRT	YLR186W	0
NonRT	YGL134W	0.0285714285714286
NonRT	YDR425W	0.078125
NonRT	YDR293C	0.0172413793103448
NonRT	YNR015W	0.0169491525423729
NonRT	YLR456W	0
NonRT	YDR448W	0.0714285714285714
NonRT	YIL166C	0.0121951219512195
NonRT	YER184C	0
NonRT	YDR097C	0.0344827586206897
NonRT	YJL066C	0.0144927536231884
NonRT	YLR368W	0.0136986301369863
NonRT	YKL095W	0
NonRT	YOR194C	0
NonRT	YGR060W	0.100917431192661
NonRT	YBR115C	0
NonRT	YBR147W	0
NonRT	YFL003C	0.027027027027027
NonRT	YHR086W	0.00645161290322581
NonRT	YML079W	0.0136986301369863
NonRT	YOR125C	0.0175438596491228
NonRT	YLR065C	0
NonRT	YNL298W	0.0232558139534884
NonRT	YPL134C	0.0909090909090909
NonRT	YER078C	0
NonRT	YNL224C	0.565217391304348
NonRT	YLR129W	0
NonRT	YGL066W	0
NonRT	YCL067C	0
NonRT	YNL217W	0.0429447852760736
NonRT	YML030W	0
NonRT	YAL039C	0
NonRT	YOR261C	0
NonRT	YMR316W	0
NonRT	YLR191W	0.0625
NonRT	YCR027C	0.027027027027027
NonRT	YER125W	0.00826446280991736
NonRT	YMR263W	0.0105263157894737
NonRT	YOL113W	0.0379746835443038
NonRT	YAL001C	0
NonRT	YDR517W	0.00884955752212389
NonRT	YBR197C	0
NonRT	YJR132W	0
NonRT	YDR192C	0
NonRT	YER021W	0
NonRT	YKL014C	0.111111111111111
NonRT	YDL106C	0.2
NonRT	YDR365C	0
NonRT	YNL280C	0.0303030303030303
NonRT	YDL154W	0
NonRT	YDR505C	0.0223752151462995
NonRT	YCR030C	0.03125
NonRT	YGL202W	0.0140845070422535
NonRT	YOL147C	0.0168067226890756
NonRT	YPR178W	0
NonRT	YFR007W	0.0344827586206897
NonRT	YGR072W	0
NonRT	YNL069C	0.0588235294117647
NonRT	YER022W	0
NonRT	YKL217W	0.024390243902439
NonRT	YPL036W	0
NonRT	YCL010C	0.0140845070422535
NonRT	YAL047C	0.135135135135135
NonRT	YFR011C	0.088
NonRT	YBR042C	0.0769230769230769
NonRT	YLR061W	0
NonRT	YOR281C	0
NonRT	YJL078C	0
NonRT	YBR162C	0.027027027027027
NonRT	YMR114C	0.0163934426229508
NonRT	YGR251W	0
NonRT	YBR094W	0.008
NonRT	YGL251C	0.00806451612903226
NonRT	YOR260W	0.0212765957446809
NonRT	YKL021C	0.0344827586206897
NonRT	YOR374W	0.142857142857143
NonRT	YNR062C	0.0025974025974026
NonRT	YHL026C	0.024390243902439
NonRT	YHR014W	0.0526315789473684
NonRT	YJL102W	0
NonRT	YCR016W	0
NonRT	YER149C	0.357142857142857
NonRT	YJL147C	0.0195121951219512
NonRT	YGL222C	0.0161290322580645
NonRT	YDR533C	0
NonRT	YDL035C	0.0140845070422535
NonRT	YBR177C	0.0212765957446809
NonRT	YJL034W	0
NonRT	YNR059W	0.0112359550561798
NonRT	YLR066W	0.189189189189189
NonRT	YGR156W	0
NonRT	YBR125C	0.0125
NonRT	YBR173C	0.0227272727272727
NonRT	YHR057C	0.116279069767442
NonRT	YOR077W	0.0188679245283019
NonRT	YAL051W	0.0458715596330275
NonRT	YLR234W	0.0134228187919463
NonRT	YDR198C	0
NonRT	YJR124C	0.0188679245283019
NonRT	YHR107C	0
NonRT	YER112W	0.027027027027027
NonRT	YLR174W	0
NonRT	YGR108W	0
NonRT	YKR092C	0.00662251655629139
NonRT	YLR117C	0
NonRT	YLR385C	0
NonRT	YBR250W	0
NonRT	YDR143C	0.0338983050847458
NonRT	YER185W	0
NonRT	YOL013C	0.0783410138248848
NonRT	YAL031C	0
NonRT	YLR089C	0
NonRT	YKL155C	0
NonRT	YGR154C	0.0099009900990099
NonRT	YNL277W	0.2
NonRT	YOL061W	0
NonRT	YDL014W	0
NonRT	YFR013W	0
NonRT	YDR493W	0
NonRT	YLR345W	0.024390243902439
NonRT	YGL022W	0
NonRT	YOR265W	0.024390243902439
NonRT	YDR031W	0
NonRT	YDL190C	0
NonRT	YKR083C	0.024390243902439
NonRT	YBR141C	0.00699300699300699
NonRT	YAL008W	0
NonRT	YDR453C	0
NonRT	YDR191W	0.00571428571428571
NonRT	YDR490C	0.25
NonRT	YLR459W	0
NonRT	YNL193W	0
NonRT	YHR099W	0
NonRT	YLR360W	0
NonRT	YOR142W	0
NonRT	YLR430W	0
NonRT	YDR304C	0
NonRT	YPL020C	0.0341463414634146
NonRT	YHL023C	0
NonRT	YOR283W	0.0161290322580645
NonRT	YJR054W	0
NonRT	YMR255W	0
NonRT	YDR253C	0
NonRT	YNL014W	0.0476190476190476
NonRT	YEL011W	0.0212765957446809
NonRT	YNL291C	0.142857142857143
NonRT	YDL140C	0.0384615384615385
NonRT	YMR104C	0.0327868852459016
NonRT	YOR348C	0.0144927536231884
NonRT	YLR079W	0.0451612903225806
NonRT	YOR097C	0
NonRT	YHR103W	0.0909090909090909
NonRT	YOL107W	0.0555555555555556
NonRT	YOL126C	0
NonRT	YGL061C	0.0103092783505155
NonRT	YGR028W	0.05
NonRT	YJL089W	0
NonRT	YKL116C	0.00917431192660551
NonRT	YHR134W	0.00671140939597315
NonRT	YOR022C	0.00719424460431655
NonRT	YBR228W	0.0140845070422535
NonRT	YNL320W	0
NonRT	YGR123C	0.025974025974026
NonRT	YBR269C	0.0204081632653061
NonRT	YMR188C	0.0163934426229508
NonRT	YLR290C	0
NonRT	YNL075W	0.0434782608695652
NonRT	YNL258C	0.075098814229249
NonRT	YPR159W	0.0261780104712042
NonRT	YMR198W	0
NonRT	YHR089C	0
NonRT	YBR194W	0.105263157894737
NonRT	YNR018W	0.04
NonRT	YAL044C	0.105263157894737
NonRT	YKL139W	0
NonRT	YKL197C	0.0853658536585366
NonRT	YHR129C	0
NonRT	YLR436C	0.0515463917525773
NonRT	YOR253W	0.0105263157894737
NonRT	YIL105C	0
NonRT	YDL029W	0
NonRT	YDR403W	0
NonRT	YOR132W	0.0294117647058824
NonRT	YCL026C-B	0
NonRT	YOR192C	0
NonRT	YER065C	0
NonRT	YPR194C	0.147826086956522
NonRT	YML052W	0.00315457413249211
NonRT	YOL005C	0
NonRT	YHL019C	0
NonRT	YML064C	0
NonRT	YBR167C	0.010989010989011
NonRT	YFL016C	0
NonRT	YPR176C	0.0412371134020619
NonRT	YJL062W	0.0204081632653061
NonRT	YLR048W	0
NonRT	YNL252C	0.0588235294117647
NonRT	YGR282C	0
NonRT	YMR196W	0.0434782608695652
NonRT	YOR205C	0.0163934426229508
NonRT	YLR299W	0.0434782608695652
NonRT	YHR178W	0.033175355450237
NonRT	YOR195W	0.0103092783505155
NonRT	YER114C	0
NonRT	YIL002C	0
NonRT	YDR518W	0
NonRT	YKR021W	0.00558659217877095
NonRT	YLR328W	0
NonRT	YKL173W	0.0169491525423729
NonRT	YBL003C	0.225806451612903
NonRT	YNR013C	0
NonRT	YJR077C	0
NonRT	YDR376W	0.04
NonRT	YPR078C	0.0072992700729927
NonRT	YFL005W	0
NonRT	YMR284W	0.0222222222222222
NonRT	YJL139C	0
NonRT	YML061C	0
NonRT	YDL129W	0.04
NonRT	YLR021W	0
NonRT	YMR317W	0
NonRT	YOR145C	0
NonRT	YOR287C	0
NonRT	YIL122W	0.0625
NonRT	YJL145W	0
NonRT	YJR149W	0
NonRT	YLR080W	0.027027027027027
NonRT	YPR037C	0.0476190476190476
NonRT	YNR052C	0
NonRT	YPR198W	0.0212765957446809
NonRT	YHR098C	0.0050761421319797
NonRT	YLR173W	0.0212765957446809
NonRT	YOR244W	0
NonRT	YMR314W	0.00558659217877095
NonRT	YHR190W	0
NonRT	YPL097W	0.0136986301369863
NonRT	YLR103C	0.004149377593361
NonRT	YNL115C	0.0204081632653061
NonRT	YBR112C	0.0114942528735632
NonRT	YNL247W	0.0188679245283019
NonRT	YKL132C	0.111111111111111
NonRT	YKL012W	0
NonRT	YAL041W	0
NonRT	YBL052C	0
NonRT	YCL045C	0.0105263157894737
NonRT	YNL011C	0
NonRT	YDL135C	0
NonRT	YOR054C	0
NonRT	YGR214W	0
NonRT	YGR046W	0.0204918032786885
NonRT	YLR455W	0
NonRT	YDR308C	0
NonRT	YMR130W	0.0106382978723404
NonRT	YJL153C	0.0606060606060606
NonRT	YDR320C	0
NonRT	YCR002C	0
NonRT	YBR035C	0.0487804878048781
NonRT	YDR244W	0.0510948905109489
NonRT	YAL016W	0
NonRT	YPR093C	0
NonRT	YMR239C	0
NonRT	YDL072C	0.040983606557377
NonRT	YPL190C	0.0112359550561798
NonRT	YER059W	0
NonRT	YBR207W	0.0869565217391304
NonRT	YBR069C	0
NonRT	YML073C	0
NonRT	YGL215W	0
NonRT	YLR084C	0.012987012987013
NonRT	YPR066W	0
NonRT	YNL202W	0
NonRT	YPL143W	0
NonRT	YLR099C	0.0469798657718121
NonRT	YOR080W	0
NonRT	YJL167W	0.2
NonRT	YIL097W	0.010989010989011
NonRT	YJL053W	0
NonRT	YOR198C	0
NonRT	YLR014C	0
NonRT	YNL101W	0
NonRT	YGL241W	0.00401606425702811
NonRT	YML055W	0.304347826086957
NonRT	YML035C	0.0188679245283019
NonRT	YDR006C	0.0144927536231884
NonRT	YML100W	0
NonRT	YER098W	0.0204081632653061
NonRT	YNL325C	0.0769230769230769
NonRT	YBR128C	0.0689655172413793
NonRT	YPL258C	0.0227272727272727
NonRT	YNL216W	0.0476190476190476
NonRT	YDL082W	0
NonRT	YML119W	0
NonRT	YPL273W	0.0909090909090909
NonRT	YPL201C	0
NonRT	YKR085C	0.010989010989011
NonRT	YPR041W	0
NonRT	YHR171W	0.00917431192660551
NonRT	YER116C	0
NonRT	YLR051C	0.0434782608695652
NonRT	YOR136W	0.02
NonRT	YLR364W	0
NonRT	YNL054W	0
NonRT	YOL023W	0.0833333333333333
NonRT	YDR221W	0.0344827586206897
NonRT	YGR264C	0.00636942675159236
NonRT	YKL198C	0
NonRT	YDR206W	0.0232558139534884
NonRT	YJR152W	0.0232558139534884
NonRT	YPR042C	0
NonRT	YBR085W	0
NonRT	YBR281C	0
NonRT	YDL153C	0.0769230769230769
NonRT	YDL150W	0
NonRT	YLL001W	0.0212765957446809
NonRT	YOL136C	0.00571428571428571
NonRT	YER036C	0
NonRT	YNL168C	0.00763358778625954
NonRT	YIL077C	0
NonRT	YGR038W	0
NonRT	YKR031C	0.0769230769230769
NonRT	YMR153W	0
NonRT	YPL264C	0.468085106382979
NonRT	YHR132C	0.00934579439252336
NonRT	YLR336C	0
NonRT	YDR101C	0.0136986301369863
NonRT	YDR441C	0.00763358778625954
NonRT	YHL014C	0.0294117647058824
NonRT	YMR312W	0.0078740157480315
NonRT	YOR382W	0.0149253731343284
NonRT	YMR164C	0.0196078431372549
NonRT	YOR214C	0.027027027027027
NonRT	YLR141W	0.0140845070422535
NonRT	YJL030W	0
NonRT	YJR096W	0.0072992700729927
NonRT	YDR498C	0
NonRT	YGL059W	0.00934579439252336
NonRT	YNL087W	0
NonRT	YHR015W	0.0212765957446809
NonRT	YJL177W	0
NonRT	YDR502C	0
NonRT	YGL037C	0.0181818181818182
NonRT	YDR359C	0
NonRT	YLR073C	0.0465116279069767
NonRT	YJR076C	0.0105263157894737
NonRT	YAR018C	0
NonRT	YJR057W	0
NonRT	YCR105W	0.0149253731343284
NonRT	YOR112W	0.0802919708029197
NonRT	YKL045W	0.0263157894736842
NonRT	YBR258C	0
NonRT	YPR074C	0
NonRT	YML013W	0
NonRT	YGR014W	0
NonRT	YPL003W	0
